"id","name","type1_id","type2_id","stats_id","can_evolve","front_sprite","shiny_front_sprite","ability","ability_desc","hidden_ability","hidden_ability_desc","generation","weight"
94,"gengar",14,8,94,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/94.png","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","","","i",405
95,"onix",13,9,95,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/95.png","sturdy","When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP.  Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold.

If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","i",2100
96,"drowzee",11,0,96,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/96.png","forewarn","When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers.

In the event of a tie, one is chosen at random.

Moves without a listed base power are assigned one as follows:

Power | Moves
----: | -----
  160 | One-hit KO moves: fissure, guillotine, horn drill, and sheer cold
  120 | Counter moves: counter, metal burst, and mirror coat
   80 | Variable power or set damage: crush grip, dragon rage, electro ball, endeavor, final gambit, flail, frustration, grass knot, gyro ball, heat crash, heavy slam, hidden power, low kick, natural gift, night shade, psywave, return, reversal, seismic toss, sonic boom, trump card, and wring out
    0 | Any such move not listed
","inner-focus","This Pokémon cannot flinch.","i",324
97,"hypno",11,0,97,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/97.png","forewarn","When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers.

In the event of a tie, one is chosen at random.

Moves without a listed base power are assigned one as follows:

Power | Moves
----: | -----
  160 | One-hit KO moves: fissure, guillotine, horn drill, and sheer cold
  120 | Counter moves: counter, metal burst, and mirror coat
   80 | Variable power or set damage: crush grip, dragon rage, electro ball, endeavor, final gambit, flail, frustration, grass knot, gyro ball, heat crash, heavy slam, hidden power, low kick, natural gift, night shade, psywave, return, reversal, seismic toss, sonic boom, trump card, and wring out
    0 | Any such move not listed
","inner-focus","This Pokémon cannot flinch.","i",756
98,"krabby",3,0,98,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/98.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","sheer-force","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.

Moves that lower the user's stats are unaffected.","i",65
99,"kingler",3,0,99,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/99.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","sheer-force","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.

Moves that lower the user's stats are unaffected.","i",600
100,"voltorb",5,0,100,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/100.png","static","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed.

Pokémon that are immune to electric-type moves can still be paralyzed by this ability.

Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.","aftermath","When this Pokémon is knocked out by a move that makes contact, the move's user takes 1/4 its maximum HP in damage.","i",104
101,"electrode",5,0,101,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/101.png","static","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed.

Pokémon that are immune to electric-type moves can still be paralyzed by this ability.

Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.","aftermath","When this Pokémon is knocked out by a move that makes contact, the move's user takes 1/4 its maximum HP in damage.","i",666
102,"exeggcute",4,11,102,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/102.png","chlorophyll","This Pokémon's Speed is doubled during strong sunlight.

This bonus does not count as a stat modifier.","harvest","After each turn, if the last item this Pokémon consumed was a Berry and it is not currently holding an item, it has a 50% chance of regaining that Berry, or a 100% chance during strong sunlight.","i",25
103,"exeggutor",4,11,103,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/103.png","chlorophyll","This Pokémon's Speed is doubled during strong sunlight.

This bonus does not count as a stat modifier.","harvest","After each turn, if the last item this Pokémon consumed was a Berry and it is not currently holding an item, it has a 50% chance of regaining that Berry, or a 100% chance during strong sunlight.","i",1200
104,"cubone",9,0,104,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/104.png","lightning-rod","All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target.  Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon.  follow me takes precedence over this ability.

If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.","battle-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to shell armor.","i",65
105,"marowak",9,0,105,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/105.png","lightning-rod","All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target.  Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon.  follow me takes precedence over this ability.

If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.","battle-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to shell armor.","i",450
106,"hitmonlee",7,0,106,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/106.png","reckless","This Pokémon's recoil moves and crash moves have 1.2× their base power.

struggle is unaffected.

The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.","unburden","When this Pokémon uses or loses its held item, its Speed is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of knock off.  This bonus does not count as a stat modifier.  There is no notification when this ability takes effect.","i",498
107,"hitmonchan",7,0,107,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/107.png","iron-fist","Moves flagged as being punch-based have 1.2× their base power for this Pokémon.

sucker punch is not flagged as punch-based; its original, Japanese name only means ""surprise attack"".","inner-focus","This Pokémon cannot flinch.","i",502
108,"lickitung",1,0,108,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/108.png","oblivious","This Pokémon cannot be infatuated and is immune to captivate.

If a Pokémon is infatuated and acquires this ability, its infatuation is cleared.","cloud-nine","While this Pokémon is in battle, weather can still be in play, but will not have any of its effects.

This ability functions identically to air lock.","i",655
109,"koffing",8,0,109,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/109.png","neutralizing-gas","No description available in English","stench","This Pokémon's damaging moves have a 10% chance to make the target flinch with each hit if they do not already cause flinching as a secondary effect.

This ability does not stack with a held item.

Overworld: The wild encounter rate is halved while this Pokémon is first in the party.","i",10
110,"weezing",8,0,110,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/110.png","neutralizing-gas","No description available in English","stench","This Pokémon's damaging moves have a 10% chance to make the target flinch with each hit if they do not already cause flinching as a secondary effect.

This ability does not stack with a held item.

Overworld: The wild encounter rate is halved while this Pokémon is first in the party.","i",95
111,"rhyhorn",9,13,111,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/111.png","rock-head","This Pokémon does not receive recoil damage from its recoil moves.

struggle's recoil is unaffected.  This ability does not prevent crash damage from missing with jump kick or high jump kick.","reckless","This Pokémon's recoil moves and crash moves have 1.2× their base power.

struggle is unaffected.

The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.","i",1150
112,"rhydon",9,13,112,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/112.png","rock-head","This Pokémon does not receive recoil damage from its recoil moves.

struggle's recoil is unaffected.  This ability does not prevent crash damage from missing with jump kick or high jump kick.","reckless","This Pokémon's recoil moves and crash moves have 1.2× their base power.

struggle is unaffected.

The ""crash moves"" are the moves that damage the user upon missing: jump kick and high jump kick.","i",1200
113,"chansey",1,0,113,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/113.png","serene-grace","This Pokémon's moves have twice their usual effect chance.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect.  For example, flamethrower's chance of burning the target is doubled, but protect's chance of success and air cutter's increased critical hit rate are unaffected.

secret power is unaffected.","healer","Friendly Pokémon next to this Pokémon in double and triple battles each have a 30% chance of being cured of any major status ailment after each turn.","i",346
114,"tangela",4,0,114,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/114.png","leaf-guard","This Pokémon cannot be given a major status ailment during strong sunlight.

This ability does not heal prior status ailments.  rest will fail altogether with this ability in effect.  yawn will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime.","regenerator","This Pokémon regains 1/3 of its maximum HP when it is switched out for another Pokémon under any circumstances other than having fainted.

This ability does not take effect when a battle ends.","i",350
115,"kangaskhan",1,0,115,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/115.png","scrappy","This Pokémon ignores ghost-type Pokémon's immunity to normal- and fighting-type moves.

Ghost Pokémon's other types affect damage as usual.","inner-focus","This Pokémon cannot flinch.","i",800
116,"horsea",3,0,116,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/116.png","sniper","This Pokémon inflicts triple damage with critical hits, rather than the usual double damage.","damp","While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.","i",80
117,"seadra",3,0,117,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/117.png","sniper","This Pokémon inflicts triple damage with critical hits, rather than the usual double damage.","damp","While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.","i",250
118,"goldeen",3,0,118,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/118.png","water-veil","This Pokémon cannot be burned.

If a Pokémon is burned and acquires this ability, its burn is healed; this includes when regaining a lost ability upon leaving battle.","lightning-rod","All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target.  Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon.  follow me takes precedence over this ability.

If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.","i",150
119,"seaking",3,0,119,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/119.png","water-veil","This Pokémon cannot be burned.

If a Pokémon is burned and acquires this ability, its burn is healed; this includes when regaining a lost ability upon leaving battle.","lightning-rod","All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target.  Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon.  follow me takes precedence over this ability.

If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.","i",390
120,"staryu",3,0,120,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/120.png","natural-cure","This Pokémon is cured of any major status ailment when it is switched out for another Pokémon.

If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability.","analytic","This Pokémon's moves have 1.3× their power when it moves last in a turn.

future sight and doom desire are unaffected.","i",345
121,"starmie",3,11,121,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/121.png","natural-cure","This Pokémon is cured of any major status ailment when it is switched out for another Pokémon.

If this ability is acquired during battle, the Pokémon is cured upon leaving battle before losing the temporary ability.","analytic","This Pokémon's moves have 1.3× their power when it moves last in a turn.

future sight and doom desire are unaffected.","i",800
122,"mr-mime",11,18,122,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/122.png","filter","This Pokémon takes 0.75× as much damage from moves that are super effective against it.

This ability functions identically to solid rock.","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","i",545
123,"scyther",12,10,123,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/123.png","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","steadfast","Whenever this Pokémon flinches, its Speed rises one stage.","i",560
124,"jynx",6,11,124,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/124.png","forewarn","When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers.

In the event of a tie, one is chosen at random.

Moves without a listed base power are assigned one as follows:

Power | Moves
----: | -----
  160 | One-hit KO moves: fissure, guillotine, horn drill, and sheer cold
  120 | Counter moves: counter, metal burst, and mirror coat
   80 | Variable power or set damage: crush grip, dragon rage, electro ball, endeavor, final gambit, flail, frustration, grass knot, gyro ball, heat crash, heavy slam, hidden power, low kick, natural gift, night shade, psywave, return, reversal, seismic toss, sonic boom, trump card, and wring out
    0 | Any such move not listed
","dry-skin","This Pokémon takes 1/8 of its maximum HP in damage after each turn during strong sunlight, but it heals for 1/8 of its HP each turn during rain.  This Pokémon takes 1.25× as much damage from fire-type moves, but whenever a water move hits it, it heals for 1/4 its maximum HP instead.","i",406
125,"electabuzz",5,0,125,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/125.png","static","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed.

Pokémon that are immune to electric-type moves can still be paralyzed by this ability.

Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.","vital-spirit","This Pokémon cannot be asleep.

This causes rest to fail altogether.  If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle.

This ability functions identically to insomnia in battle.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","i",300
126,"magmar",2,0,126,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/126.png","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","vital-spirit","This Pokémon cannot be asleep.

This causes rest to fail altogether.  If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle.

This ability functions identically to insomnia in battle.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","i",445
127,"pinsir",12,0,127,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/127.png","mold-breaker","This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as water absorb; abilities that would prevent any of their effects, such as clear body, shell armor, or sticky hold; and abilities that grant any general protective benefit, such as simple, snow cloak, or thick fat.  If an ability could either hinder or help this Pokémon's moves, e.g. dry skin or unaware, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, cursed body only affects potential future uses of the move, while liquid ooze and shadow tag can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example color change or forecast; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from drizzle.  This ability cannot ignore multitype at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can paralyze a Pokémon with limber, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's spikes are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to teravolt and turboblaze.","moxie","This Pokémon's Attack rises one stage upon knocking out another Pokémon, even a friendly Pokémon.

This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through poison or spikes.

If this Pokémon knocks out a Pokémon with mummy, the former's ability will change without taking effect.","i",550
128,"tauros",1,0,128,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/128.png","anger-point","Whenever this Pokémon receives a critical hit, its Attack rises to the maximum of 6 stages.

This ability will still take effect if the critical hit is received by a substitute.","sheer-force","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.

Moves that lower the user's stats are unaffected.","i",884
129,"magikarp",3,0,129,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/129.png","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","rattled","This Pokémon's Speed rises one stage with each hit from a damaging dark-, ghost-, or bug-type move.","i",100
130,"gyarados",3,10,130,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/130.png","intimidate","When this Pokémon enters battle, the opponent's Attack is lowered by one stage.  In a double battle, both opponents are affected.

This ability also takes effect when acquired during a battle, but will not take effect again if lost and reobtained without leaving battle.

This ability has no effect on an opponent that has a substitute.

Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.","moxie","This Pokémon's Attack rises one stage upon knocking out another Pokémon, even a friendly Pokémon.

This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through poison or spikes.

If this Pokémon knocks out a Pokémon with mummy, the former's ability will change without taking effect.","i",2350
131,"lapras",3,6,131,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/131.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","hydration","This Pokémon is cured of any major status ailment after each turn during rain.","i",2200
132,"ditto",1,0,132,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/132.png","limber","This Pokémon cannot be paralyzed.

If a Pokémon is paralyzed and acquires this ability, its paralysis is healed; this includes when regaining a lost ability upon leaving battle.","imposter","This Pokémon transforms into a random opponent upon entering battle.  This effect is identical to the move transform.","i",40
133,"eevee",1,0,133,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/133.png","adaptability","This Pokémon inflicts twice as much damage with moves whose types match its own, rather than the usual same-type attack bonus of 1.5×.","anticipation","When this Pokémon enters battle, if one of its opponents has a move that is super effective against it, self destruct, explosion, or a one-hit knockout move, all participating trainers are notified.

The move itself is not revealed; only that there is such a move.  Moves that inflict typeless damage, such as future sight, and moves of variable type, such as hidden power, count as their listed types.  counter, metal burst, mirror coat, and one-hit KO moves to which this Pokémon is immune do not trigger this ability.","i",65
134,"vaporeon",3,0,134,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/134.png","water-absorb","Whenever a water-type move hits this Pokémon, it heals for 1/4 of its maximum HP, negating any other effect on it.

Water moves will ignore this Pokémon's substitute.","hydration","This Pokémon is cured of any major status ailment after each turn during rain.","i",290
135,"jolteon",5,0,135,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/135.png","volt-absorb","Whenever an electric-type move hits this Pokémon, it heals for 1/4 of its maximum HP, negating any other effect on it.

This ability will not take effect if this Pokémon is ground-type and thus immune to Electric moves.  Electric moves will ignore this Pokémon's substitute.

This effect includes non-damaging moves, i.e. thunder wave.","quick-feet","Whenever this Pokémon has a major status ailment, it has 1.5× its Speed.  This Pokémon is not affected by the usual Speed cut from paralysis.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved.","i",245
136,"flareon",2,0,136,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/136.png","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","guts","Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack.  This Pokémon is not affected by the usual Attack cut from a burn.

This bonus does not count as a stat modifier.","i",250
137,"porygon",1,0,137,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/137.png","download","When this Pokémon enters battle, its Attack or Special Attack, whichever corresponds to its opponents' weaker total defensive stat, rises one stage.  In the event of a tie, Special Attack is raised.

This ability also takes effect when acquired during a battle.","analytic","This Pokémon's moves have 1.3× their power when it moves last in a turn.

future sight and doom desire are unaffected.","i",365
138,"omanyte",13,3,138,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/138.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","i",75
139,"omastar",13,3,139,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/139.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","i",350
140,"kabuto",13,3,140,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/140.png","battle-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to shell armor.","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","i",115
141,"kabutops",13,3,141,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/141.png","battle-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to shell armor.","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","i",405
